Start (s),End (s),Scientific name,Common name,Confidence
0,3.0,LALO,LALO,0.5175
1.5,4.5,LALO,LALO,0.2799
1.5,4.5,SNBU,SNBU,0.1035
3.0,6.0,motor,motor,0.1236
9.0,12.0,motor,motor,0.2272
12.0,15.0,PALO,PALO,0.1381
13.5,16.5,motor,motor,0.5022
15.0,18.0,motor,motor,0.9354
16.5,19.5,RTLO,fc,0.4558
16.5,19.5,GWFG,GWFG,0.1054
18.0,21.0,RTLO,fc,0.4168
18.0,21.0,GWFG,GWFG,0.2079
19.5,22.5,RTLO,fc,0.4027
19.5,22.5,GWFG,GWFG,0.2252
21.0,24.0,GWFG,GWFG,0.3898
21.0,24.0,RTLO,fc,0.2711
22.5,25.5,GWFG,GWFG,0.5769
22.5,25.5,RTLO,fc,0.2646
24.0,27.0,GWFG,GWFG,0.2449
24.0,27.0,RTLO,fc,0.1977
25.5,28.5,motor,motor,0.1949
28.5,31.5,motor,motor,0.2120
30.0,33.0,motor,motor,0.8316
31.5,34.5,motor,motor,0.5294
34.5,37.5,motor,motor,0.1411
37.5,40.5,motor,motor,0.3720
40.5,43.5,LALO,LALO,0.2086
42.0,45.0,LALO,LALO,0.1555
46.5,49.5,PALO,PALO,0.1462
48.0,51.0,BBPL,BBPL,0.1508
48.0,51.0,PALO,PALO,0.1057
49.5,52.5,BBPL,BBPL,0.1104
51.0,54.0,motor,motor,0.2414
52.5,55.5,motor,motor,0.1499
54.0,57.0,LALO,LALO,0.1567
55.5,58.5,motor,motor,0.1839
57.0,60.0,LALO,LALO,0.1552
57.0,60.0,redpoll,redpoll,0.1467
57.0,60.0,SNBU,SNBU,0.1115
58.5,61.5,motor,motor,0.1787
60.0,63.0,motor,motor,0.1679
61.5,64.5,GWFG,GWFG,0.4290
63.0,66.0,GWFG,GWFG,0.3209
63.0,66.0,motor,motor,0.1502
64.5,67.5,motor,motor,0.5276
66.0,69.0,motor,motor,0.9636
67.5,70.5,motor,motor,0.4427
69.0,72.0,motor,motor,0.1360
70.5,73.5,motor,motor,0.1443
72.0,75.0,motor,motor,0.4089
75.0,78.0,motor,motor,0.1890
78.0,81.0,motor,motor,0.1313
88.5,91.5,GWFG,GWFG,0.1625
90.0,93.0,GWFG,GWFG,0.5012
90.0,93.0,ARFO,ARFO,0.2360
105.0,108.0,motor,motor,0.1005
114.0,117.0,PESA,PESA,0.3537
115.5,118.5,PESA,PESA,0.8122
117.0,120.0,PESA,PESA,0.9688
118.5,121.5,PESA,PESA,0.9701
132.0,135.0,RTLO,RTLO,0.2793
133.5,136.5,GWFG,GWFG,0.1441
139.5,142.5,GWFG,GWFG,0.8728
141.0,144.0,GWFG,GWFG,0.3272
141.0,144.0,RTLO,fc,0.1470
142.5,145.5,GWFG,GWFG,0.2056
142.5,145.5,RTLO,fc,0.1554
144.0,147.0,phalarope,phalarope,0.9936
145.5,148.5,phalarope,phalarope,0.9996
147.0,150.0,phalarope,phalarope,0.9993
148.5,151.5,phalarope,phalarope,0.9996
150.0,153.0,phalarope,phalarope,0.7181
150.0,153.0,PALO,PALO,0.2434
